NUMERO;PALABRA;ORDEN
3283;pensó;NORMAL
3284;península;NORMAL
3285;peor;NORMAL
3286;pepe;NORMAL
3287;pequeña;NORMAL
3288;pequeñas;NORMAL
3289;pequeño;NORMAL
3290;pequeños;NORMAL
3291;percepción;NORMAL
3292;perder;NORMAL
3293;perdida;NORMAL
3294;perdido;NORMAL
3295;perdió;NORMAL
3296;perdón;NORMAL
3297;perfección;NORMAL
3298;perfecta;NORMAL
3299;perfectamente;NORMAL
3300;perfecto;NORMAL
3301;perfil;NORMAL
3302;periodismo;NORMAL
3303;periodista;NORMAL
3304;periodistas;NORMAL
3305;periodo;NORMAL
3306;periódico;NORMAL
3307;periódicos;NORMAL
3308;permanece;NORMAL
3309;permanecer;NORMAL
3310;permanencia;NORMAL
3311;permanente;NORMAL
3312;permiso;NORMAL
3313;permita;NORMAL
3314;permitan;NORMAL
3315;permite;NORMAL
3316;permiten;NORMAL
3317;permitido;NORMAL
3318;permitir;NORMAL
3319;permitirá;NORMAL
3320;permitió;NORMAL
3321;permitía;NORMAL
3322;perro;NORMAL
3323;perros;NORMAL
3324;persona;NORMAL
3325;personaje;NORMAL
3326;personajes;NORMAL
3327;personal;NORMAL
3328;personales;NORMAL
3329;personalidad;NORMAL
3330;personalidades;NORMAL
3331;personalmente;NORMAL
3332;personas;NORMAL
3333;perspectiva;NORMAL
3334;perspectivas;NORMAL
3335;pertenece;NORMAL
3336;pertenecen;NORMAL
3337;período;NORMAL
3338;períodos;NORMAL
3339;perú;NORMAL
3340;pesar;NORMAL
3341;pesca;NORMAL
3342;pescado;NORMAL
3343;pese;NORMAL
3344;pesetas;NORMAL
3345;peso;NORMAL
3346;pesos;NORMAL
3347;petición;NORMAL
3348;petróleo;NORMAL
3349;peña;NORMAL
3350;piano;NORMAL
3351;pico;NORMAL
3352;pide;NORMAL
3353;piden;NORMAL
3354;pidió;NORMAL
3355;pie;NORMAL
3356;piedra;NORMAL
3357;piedras;NORMAL
3358;piel;NORMAL
3359;piensa;NORMAL
3360;piensan;NORMAL
3361;pienso;NORMAL
3362;pierde;NORMAL
3363;pierna;NORMAL
3364;piernas;NORMAL
3365;pies;NORMAL
3366;pieza;NORMAL
3367;piezas;NORMAL
3368;pilar;NORMAL
3369;piloto;NORMAL
3370;pimienta;NORMAL
3371;pinochet;NORMAL
3372;pintor;NORMAL
3373;pintura;NORMAL
3374;pinturas;NORMAL
3375;piso;NORMAL
3376;pista;NORMAL
3377;pistola;NORMAL
3378;placer;NORMAL
3379;plan;NORMAL
3380;planes;NORMAL
3381;planeta;NORMAL
3382;planificación;NORMAL
3383;plano;NORMAL
3384;planos;NORMAL
3385;planta;NORMAL
3386;plantas;NORMAL
3387;plantea;NORMAL
3388;planteamiento;NORMAL
3389;planteamientos;NORMAL
3390;plantilla;NORMAL
3391;plata;NORMAL
3392;plataforma;NORMAL
3393;plato;NORMAL
3394;platos;NORMAL
3395;playa;NORMAL
3396;plaza;NORMAL
3397;plazas;NORMAL
3398;plazo;NORMAL
3399;plena;NORMAL
3400;plenamente;NORMAL
3401;pleno;NORMAL
3402;plástico;NORMAL
3403;pnv;NORMAL
3404;poblaciones;NORMAL
3405;población;NORMAL
3406;pobre;NORMAL
3407;pobres;NORMAL
3408;pobreza;NORMAL
3409;poco;NORMAL
3410;podemos;NORMAL
3411;poder;NORMAL
3412;poderes;NORMAL
3413;poderoso;NORMAL
3414;podido;NORMAL
3415;podrá;NORMAL
3416;podrán;NORMAL
3417;podría;NORMAL
3418;podríamos;NORMAL
3419;podrían;NORMAL
3420;podía;NORMAL
3421;podían;NORMAL
3422;poema;NORMAL
3423;poemas;NORMAL
3424;poesía;NORMAL
3425;poeta;NORMAL
3426;poetas;NORMAL
3427;policial;NORMAL
3428;policiales;NORMAL
3429;policía;NORMAL
3430;policías;NORMAL
3431;pollo;NORMAL
3432;polvo;NORMAL
3433;polémica;NORMAL
3434;política;NORMAL
3435;políticas;NORMAL
3436;político;NORMAL
3437;políticos;NORMAL
3438;pone;NORMAL
3439;ponen;NORMAL
3440;poner;NORMAL
3441;ponerse;NORMAL
3442;ponga;NORMAL
3443;poniendo;NORMAL
3444;ponía;NORMAL
3445;popular;NORMAL
3446;populares;NORMAL
3447;porcentaje;NORMAL
3448;portavoz;NORMAL
3449;portugal;NORMAL
3450;posee;NORMAL
3451;poseen;NORMAL
3452;posesión;NORMAL
3453;posibilidad;NORMAL
3454;posibilidades;NORMAL
3455;posible;NORMAL
3456;posiblemente;NORMAL
3457;posibles;NORMAL
3458;posiciones;NORMAL
3459;posición;NORMAL
3460;positiva;NORMAL
3461;positivo;NORMAL
3462;positivos;NORMAL
3463;posterior;NORMAL
3464;posteriores;NORMAL
3465;posteriormente;NORMAL
3466;postura;NORMAL
3467;potencia;NORMAL
3468;potencial;NORMAL
3469;pp;NORMAL
3470;prado;NORMAL
3471;precio;NORMAL
3472;precios;NORMAL
3473;precisa;NORMAL
3474;precisamente;NORMAL
3475;precisión;NORMAL
3476;preciso;NORMAL
3477;precisó;NORMAL
3478;prefiere;NORMAL
3479;pregunta;NORMAL
3480;preguntar;NORMAL
3481;preguntas;NORMAL
3482;pregunté;NORMAL
3483;preguntó;NORMAL
3484;premio;NORMAL
3485;premios;NORMAL
3486;prensa;NORMAL
3487;preocupa;NORMAL
3488;preocupación;NORMAL
3489;preocupado;NORMAL
3490;prepara;NORMAL
3491;preparación;NORMAL
3492;preparado;NORMAL
3493;preparar;NORMAL
3494;presa;NORMAL
3495;presencia;NORMAL
3496;presenta;NORMAL
3497;presentación;NORMAL
3498;presentada;NORMAL
3499;presentado;NORMAL
3500;presentan;NORMAL
3501;presentar;NORMAL
3502;presentaron;NORMAL
3503;presentarse;NORMAL
3504;presente;NORMAL
3505;presentes;NORMAL
3506;presentó;NORMAL
3507;presidencia;NORMAL
3508;presidencial;NORMAL
3509;presidente;NORMAL
3510;presidentes;NORMAL
3511;presiones;NORMAL
3512;presión;NORMAL
3513;presos;NORMAL
3514;prestigio;NORMAL
3515;presupuesto;NORMAL
3516;presupuestos;NORMAL
3517;pretende;NORMAL
3518;pretenden;NORMAL
3519;pretendía;NORMAL
3520;prevención;NORMAL
3521;previa;NORMAL
3522;previamente;NORMAL
3523;previo;NORMAL
3524;prevista;NORMAL
3525;previsto;NORMAL
3526;prevé;NORMAL
3527;pri;NORMAL
3528;prima;NORMAL
3529;primaria;NORMAL
3530;primavera;NORMAL
3531;primer;NORMAL
3532;primera;NORMAL
3533;primeras;NORMAL
3534;primero;NORMAL
3535;primeros;NORMAL
3536;primo;NORMAL
3537;principal;NORMAL
3538;principales;NORMAL
3539;principalmente;NORMAL
3540;principio;NORMAL
3541;principios;NORMAL
3542;prisa;NORMAL
3543;prisión;NORMAL
3544;privada;NORMAL
3545;privadas;NORMAL
3546;privado;NORMAL
3547;privados;NORMAL
3548;probable;NORMAL
3549;probablemente;NORMAL
3550;probar;NORMAL
3551;problema;NORMAL
3552;problemas;NORMAL
3553;problemática;NORMAL
3554;procede;NORMAL
3555;procedente;NORMAL
3556;procedentes;NORMAL
3557;proceder;NORMAL
3558;procedimiento;NORMAL
3559;procedimientos;NORMAL
3560;proceso;NORMAL
3561;procesos;NORMAL
3562;producción;NORMAL
3563;produce;NORMAL
3564;producen;NORMAL
3565;producido;NORMAL
3566;producir;NORMAL
3567;producirse;NORMAL
3568;productividad;NORMAL
3569;producto;NORMAL
3570;productor;NORMAL
3571;productores;NORMAL
3572;productos;NORMAL
3573;produjo;NORMAL
3574;profesional;NORMAL
3575;profesionales;NORMAL
3576;profesión;NORMAL
3577;profesor;NORMAL
3578;profesores;NORMAL
3579;profunda;NORMAL
3580;profundamente;NORMAL
3581;profundidad;NORMAL
3582;profundo;NORMAL
3583;programa;NORMAL
3584;programación;NORMAL
3585;programas;NORMAL
3586;progreso;NORMAL
3587;promedio;NORMAL
3588;promesa;NORMAL
3589;promoción;NORMAL
3590;promover;NORMAL
3591;pronto;NORMAL
3592;propaganda;NORMAL
3593;propia;NORMAL
3594;propias;NORMAL
3595;propiedad;NORMAL
3596;propiedades;NORMAL
3597;propietario;NORMAL
3598;propietarios;NORMAL
3599;propios;NORMAL
3600;propone;NORMAL
3601;proporciona;NORMAL
3602;proporción;NORMAL
3603;propuesta;NORMAL
3604;propuestas;NORMAL
3605;propuesto;NORMAL
3606;propuso;NORMAL
3607;propósito;NORMAL
3608;protagonista;NORMAL
3609;protagonistas;NORMAL
3610;protección;NORMAL
3611;proteger;NORMAL
3612;protesta;NORMAL
3613;protestas;NORMAL
3614;proteínas;NORMAL
3615;provincia;NORMAL
3616;provincial;NORMAL
3617;provincias;NORMAL
3618;provisional;NORMAL
3619;provoca;NORMAL
3620;provocado;NORMAL
3621;provocar;NORMAL
3622;provocó;NORMAL
3623;proyección;NORMAL
3624;proyecto;NORMAL
3625;proyectos;NORMAL
3626;prueba;NORMAL
3627;pruebas;NORMAL
3628;práctica;NORMAL
3629;prácticamente;NORMAL
3630;prácticas;NORMAL
3631;príncipe;NORMAL
3632;próxima;NORMAL
3633;próximas;NORMAL
3634;próximo;NORMAL
3635;próximos;NORMAL
3636;psicología;NORMAL
3637;psoe;NORMAL
3638;publicaciones;NORMAL
3639;publicación;NORMAL
3640;publicada;NORMAL
3641;publicado;NORMAL
3642;publicidad;NORMAL
3643;publicó;NORMAL
3644;pude;NORMAL
3645;pudiera;NORMAL
3646;pudieran;NORMAL
3647;pudieron;NORMAL
3648;pudo;NORMAL
3649;pueblo;NORMAL
3650;pueblos;NORMAL
3651;pueda;NORMAL
3652;puedan;NORMAL
3653;puede;NORMAL
3654;pueden;NORMAL
3655;puedes;NORMAL
3656;puedo;NORMAL
3657;puente;NORMAL
3658;puerta;NORMAL
3659;puertas;NORMAL
3660;puerto;NORMAL
3661;puesta;NORMAL
3662;puesto;NORMAL
3663;puestos;NORMAL
3664;pujol;NORMAL
3665;punta;NORMAL
3666;punto;NORMAL
3667;puntos;NORMAL
3668;pura;NORMAL
3669;puro;NORMAL
3670;pusieron;NORMAL
3671;puso;NORMAL
3672;puta;NORMAL
3673;pág;NORMAL
3674;página;NORMAL
3675;páginas;NORMAL
3676;pájaros;NORMAL
3677;párrafo;NORMAL
3678;pérdida;NORMAL
3679;pérdidas;NORMAL
3680;pérez;NORMAL
3681;pública;NORMAL
3682;públicamente;NORMAL
3683;públicas;NORMAL
3684;público;NORMAL
3685;públicos;NORMAL
3686;queda;INICIO
3687;quedaba;NORMAL
3688;quedaban;NORMAL
3689;quedado;NORMAL
3690;quedan;NORMAL
3691;quedando;NORMAL
3692;quedar;NORMAL
3693;quedaron;NORMAL
3694;quedarse;NORMAL
3695;quedará;NORMAL
3696;quede;NORMAL
3697;quedó;NORMAL
3698;queremos;NORMAL
3699;querer;NORMAL
3700;querido;NORMAL
3701;quería;NORMAL
3702;querían;NORMAL
3703;queso;NORMAL
3704;quiera;NORMAL
3705;quiere;NORMAL
3706;quieren;NORMAL
3707;quieres;NORMAL
3708;quiero;NORMAL
3709;quinta;NORMAL
3710;quinto;NORMAL
3711;quisiera;NORMAL
3712;quiso;NORMAL
3713;quito;NORMAL
3714;quizá;NORMAL
3715;quizás;NORMAL
3716;quiénes;NORMAL
3717;química;NORMAL
3718;rabia;INICIO
3719;racional;NORMAL
3720;radical;NORMAL
3721;radio;NORMAL
3722;rafael;NORMAL
3723;rama;NORMAL
3724;ramas;NORMAL
3725;ramos;NORMAL
3726;ramírez;NORMAL
3727;ramón;NORMAL
3728;rango;NORMAL
3729;rapidez;NORMAL
3730;rara;NORMAL
3731;raro;NORMAL
3732;rasgos;NORMAL
3733;rato;NORMAL
3734;rayo;NORMAL
3735;rayos;NORMAL
3736;raza;NORMAL
3737;razonable;NORMAL
3738;razones;NORMAL
3739;razón;NORMAL
3740;raíces;NORMAL
3741;raíz;NORMAL
3742;raúl;NORMAL
3743;reacciones;NORMAL
3744;reacción;NORMAL
3745;reagan;NORMAL
3746;real;NORMAL
3747;reales;NORMAL
3748;realidad;NORMAL
3749;realiza;NORMAL
3750;realización;NORMAL
3751;realizada;NORMAL
3752;realizadas;NORMAL
3753;realizado;NORMAL
3754;realizados;NORMAL
3755;realizan;NORMAL
3756;realizando;NORMAL
3757;realizar;NORMAL
3758;realizaron;NORMAL
3759;realizará;NORMAL
3760;realizó;NORMAL
3761;realmente;NORMAL
3762;recepción;NORMAL
3763;rechazo;NORMAL
3764;recibe;NORMAL
3765;reciben;NORMAL
3766;recibido;NORMAL
3767;recibieron;NORMAL
3768;recibir;NORMAL
3769;recibió;NORMAL
3770;reciente;NORMAL
3771;recientemente;NORMAL
3772;recientes;NORMAL
3773;recinto;NORMAL
3774;recién;NORMAL
3775;recoge;NORMAL
3776;recoger;NORMAL
3777;reconoce;NORMAL
3778;reconocer;NORMAL
3779;reconocido;NORMAL
3780;reconocimiento;NORMAL
3781;reconoció;NORMAL
3782;recordaba;NORMAL
3783;recordar;NORMAL
3784;recordó;NORMAL
3785;recorrer;NORMAL
3786;recorrido;NORMAL
3787;recta;NORMAL
3788;rector;NORMAL
3789;recuerda;NORMAL
3790;recuerdo;NORMAL
3791;recuerdos;NORMAL
3792;recuperación;NORMAL
3793;recuperar;NORMAL
3794;recurrir;NORMAL
3795;recurso;NORMAL
3796;recursos;NORMAL
3797;red;NORMAL
3798;redacción;NORMAL
3799;redes;NORMAL
3800;redondo;NORMAL
3801;reducción;NORMAL
3802;reduce;NORMAL
3803;reducido;NORMAL
3804;reducir;NORMAL
3805;referencia;NORMAL
3806;referencias;NORMAL
3807;referente;NORMAL
3808;refiere;NORMAL
3809;refleja;NORMAL
3810;reflejo;NORMAL
3811;reflexión;NORMAL
3812;reforma;NORMAL
3813;reformas;NORMAL
3814;refugiados;NORMAL
3815;refugio;NORMAL
3816;regalo;NORMAL
3817;regional;NORMAL
3818;regionales;NORMAL
3819;regiones;NORMAL
3820;registrado;NORMAL
3821;registro;NORMAL
3822;registros;NORMAL
3823;región;NORMAL
3824;regla;NORMAL
3825;reglamento;NORMAL
3826;reglas;NORMAL
3827;regresar;NORMAL
3828;regreso;NORMAL
3829;regresó;NORMAL
3830;regulación;NORMAL
3831;regular;NORMAL
3832;reina;NORMAL
3833;reino;NORMAL
3834;relacionadas;NORMAL
3835;relacionado;NORMAL
3836;relacionados;NORMAL
3837;relaciones;NORMAL
3838;relación;NORMAL
3839;relativa;NORMAL
3840;relativamente;NORMAL
3841;relativo;NORMAL
3842;relato;NORMAL
3843;relieve;NORMAL
3844;religiosa;NORMAL
3845;religiosas;NORMAL
3846;religioso;NORMAL
3847;religiosos;NORMAL
3848;religión;NORMAL
3849;reloj;NORMAL
3850;remedio;NORMAL
3851;rendimiento;NORMAL
3852;renovación;NORMAL
3853;renta;NORMAL
3854;renuncia;NORMAL
3855;renunciar;NORMAL
3856;reparto;NORMAL
3857;repente;NORMAL
3858;repetir;NORMAL
3859;repite;NORMAL
3860;representa;NORMAL
3861;representación;NORMAL
3862;representan;NORMAL
3863;representante;NORMAL
3864;representantes;NORMAL
3865;representar;NORMAL
3866;represión;NORMAL
3867;reproducción;NORMAL
3868;república;NORMAL
3869;requiere;NORMAL
3870;requieren;NORMAL
3871;requisitos;NORMAL
3872;rescate;NORMAL
3873;reserva;NORMAL
3874;reservas;NORMAL
3875;residencia;NORMAL
3876;residuos;NORMAL
3877;resistencia;NORMAL
3878;resolución;NORMAL
3879;resolver;NORMAL
3880;respaldo;NORMAL
3881;respectivamente;NORMAL
3882;respectivos;NORMAL
3883;respecto;NORMAL
3884;respetar;NORMAL
3885;respeto;NORMAL
3886;respiración;NORMAL
3887;responde;NORMAL
3888;responder;NORMAL
3889;respondió;NORMAL
3890;responsabilidad;NORMAL
3891;responsabilidades;NORMAL
3892;responsable;NORMAL
3893;responsables;NORMAL
3894;respuesta;NORMAL
3895;respuestas;NORMAL
3896;restantes;NORMAL
3897;restaurante;NORMAL
3898;resto;NORMAL
3899;restos;NORMAL
3900;resulta;NORMAL
3901;resultaba;NORMAL
3902;resultado;NORMAL
3903;resultados;NORMAL
3904;resultan;NORMAL
3905;resultar;NORMAL
3906;resultaron;NORMAL
3907;resultó;NORMAL
3908;resumen;NORMAL
3909;retirada;NORMAL
3910;retirar;NORMAL
3911;retiro;NORMAL
3912;reto;NORMAL
3913;retorno;NORMAL
3914;retraso;NORMAL
3915;retrato;NORMAL
3916;reuniones;NORMAL
3917;reunión;NORMAL
3918;revela;NORMAL
3919;revisión;NORMAL
3920;revista;NORMAL
3921;revistas;NORMAL
3922;revolucionario;NORMAL
3923;revolución;NORMAL
3924;revés;NORMAL
3925;rey;NORMAL
3926;reyes;NORMAL
3927;rica;NORMAL
3928;ricardo;NORMAL
3929;richard;NORMAL
3930;rico;NORMAL
3931;ricos;NORMAL
3932;riesgo;NORMAL
3933;riesgos;NORMAL
3934;rigor;NORMAL
3935;rincón;NORMAL
3936;riqueza;NORMAL
3937;risa;NORMAL
3938;ritmo;NORMAL
3939;rival;NORMAL
3940;rivera;NORMAL
3941;robert;NORMAL
3942;roberto;NORMAL
3943;robo;NORMAL
3944;roca;NORMAL
3945;rocas;NORMAL
3946;rock;NORMAL
3947;rodillas;NORMAL
3948;rodrigo;NORMAL
3949;rodríguez;NORMAL
3950;roja;NORMAL
3951;rojas;NORMAL
3952;rojo;NORMAL
3953;rojos;NORMAL
3954;roldán;NORMAL
3955;roma;NORMAL
3956;romano;NORMAL
3957;romero;NORMAL
3958;romper;NORMAL
3959;ronda;NORMAL
3960;ropa;NORMAL
3961;rosa;NORMAL
3962;rosario;NORMAL
3963;rosas;NORMAL
3964;rostro;NORMAL
3965;rostros;NORMAL
3966;roto;NORMAL
3967;rubio;NORMAL
3968;rubén;NORMAL
3969;rueda;NORMAL
3970;ruedas;NORMAL
3971;ruido;NORMAL
3972;ruiz;NORMAL
3973;rumbo;NORMAL
3974;rumores;NORMAL
3975;ruptura;NORMAL
3976;rural;NORMAL
3977;rusia;NORMAL
3978;ruso;NORMAL
3979;ruta;NORMAL
3980;rápida;NORMAL
3981;rápidamente;NORMAL
3982;rápido;NORMAL
3983;récord;NORMAL
3984;régimen;NORMAL
3985;ríe;NORMAL
3986;río;NORMAL
3987;ríos;NORMAL
3988;s;INICIO
3989;sabe;NORMAL
3990;sabemos;NORMAL
3991;saben;NORMAL
3992;saber;NORMAL
3993;sabes;NORMAL
3994;sabido;NORMAL
3995;sabiduría;NORMAL
3996;sabor;NORMAL
3997;sabía;NORMAL
3998;sabían;NORMAL
3999;saca;NORMAL
4000;sacar;NORMAL
4001;sacerdote;NORMAL
4002;sacrificio;NORMAL
4003;sacó;NORMAL
4004;sal;NORMAL
4005;sala;NORMAL
4006;salamanca;NORMAL
4007;salario;NORMAL
4008;salarios;NORMAL
4009;salas;NORMAL
4010;sale;NORMAL
4011;salen;NORMAL
4012;salida;NORMAL
4013;salido;NORMAL
4014;salieron;NORMAL
4015;salinas;NORMAL
4016;salir;NORMAL
4017;salió;NORMAL
4018;salsa;NORMAL
4019;salto;NORMAL
4020;salud;NORMAL
4021;salvador;NORMAL
4022;salvar;NORMAL
4023;salvo;NORMAL
4024;salía;NORMAL
4025;salón;NORMAL
4026;san;NORMAL
4027;sanciones;NORMAL
4028;sangre;NORMAL
4029;sanidad;NORMAL
4030;santa;NORMAL
4031;santander;NORMAL
4032;santiago;NORMAL
4033;santo;NORMAL
4034;santos;NORMAL
4035;sara;NORMAL
4036;satisfacción;NORMAL
4037;satisfacer;NORMAL
4038;satisfecho;NORMAL
4039;sea;NORMAL
4040;sean;NORMAL
4041;sebastián;NORMAL
4042;seca;NORMAL
4043;sección;NORMAL
4044;seco;NORMAL
4045;secretaria;NORMAL
4046;secretario;NORMAL
4047;secretaría;NORMAL
4048;secreto;NORMAL
4049;secretos;NORMAL
4050;sector;NORMAL
4051;sectores;NORMAL
4052;secuencia;NORMAL
4053;secuestro;NORMAL
4054;secundaria;NORMAL
4055;sede;NORMAL
4056;seguida;NORMAL
4057;seguido;NORMAL
4058;seguidores;NORMAL
4059;seguimiento;NORMAL
4060;seguir;NORMAL
4061;seguirá;NORMAL
4062;segunda;NORMAL
4063;segundo;NORMAL
4064;segundos;NORMAL
4065;segura;NORMAL
4066;seguramente;NORMAL
4067;seguridad;NORMAL
4068;seguro;NORMAL
4069;seguros;NORMAL
4070;seguía;NORMAL
4071;selección;NORMAL
4072;selva;NORMAL
4073;semana;NORMAL
4074;semanas;NORMAL
4075;semejante;NORMAL
4076;semejantes;NORMAL
4077;semillas;NORMAL
4078;senado;NORMAL
4079;senador;NORMAL
4080;sencilla;NORMAL
4081;sencillo;NORMAL
4082;seno;NORMAL
4083;sensación;NORMAL
4084;sensibilidad;NORMAL
4085;sensible;NORMAL
4086;sentada;NORMAL
4087;sentado;NORMAL
4088;sentarse;NORMAL
4089;sentencia;NORMAL
4090;sentido;NORMAL
4091;sentidos;NORMAL
4092;sentimiento;NORMAL
4093;sentimientos;NORMAL
4094;sentir;NORMAL
4095;sentirse;NORMAL
4096;sentí;NORMAL
4097;sentía;NORMAL
4098;sepa;NORMAL
4099;separación;NORMAL
4100;separado;NORMAL
4101;septiembre;NORMAL
4102;ser;NORMAL
4103;seres;NORMAL
4104;sergio;NORMAL
4105;seria;NORMAL
4106;serie;NORMAL
4107;serio;NORMAL
4108;serlo;NORMAL
4109;serrano;NORMAL
4110;servicio;NORMAL
4111;servicios;NORMAL
4112;servido;NORMAL
4113;servir;NORMAL
4114;será;NORMAL
4115;serán;NORMAL
4116;sería;NORMAL
4117;serían;NORMAL
4118;sesiones;NORMAL
4119;sesión;NORMAL
4120;setenta;NORMAL
4121;sevilla;NORMAL
4122;sexo;NORMAL
4123;sexto;NORMAL
4124;sexual;NORMAL
4125;sexuales;NORMAL
4126;señal;NORMAL
4127;señala;NORMAL
4128;señalado;NORMAL
4129;señalan;NORMAL
4130;señalar;NORMAL
4131;señales;NORMAL
4132;señaló;NORMAL
4133;señor;NORMAL
4134;señora;NORMAL
4135;señores;NORMAL
4136;señorita;NORMAL
4137;sida;NORMAL
4138;sido;NORMAL
4139;siempre;NORMAL
4140;siendo;NORMAL
4141;sienta;NORMAL
4142;siente;NORMAL
4143;sienten;NORMAL
4144;siento;NORMAL
4145;sierra;NORMAL
4146;siga;NORMAL
4147;siglo;NORMAL
4148;siglos;NORMAL
4149;significa;NORMAL
4150;significación;NORMAL
4151;significado;NORMAL
4152;significativo;NORMAL
4153;signo;NORMAL
4154;signos;NORMAL
4155;sigue;NORMAL
4156;siguen;NORMAL
4157;siguiendo;NORMAL
4158;siguiente;NORMAL
4159;siguientes;NORMAL
4160;siguieron;NORMAL
4161;siguió;NORMAL
4162;silencio;NORMAL
4163;silla;NORMAL
4164;sillón;NORMAL
4165;silva;NORMAL
4166;similar;NORMAL
4167;similares;NORMAL
4168;simple;NORMAL
4169;simplemente;NORMAL
4170;simples;NORMAL
4171;simultáneamente;NORMAL
4172;sindical;NORMAL
4173;sindicales;NORMAL
4174;sindicato;NORMAL
4175;sindicatos;NORMAL
4176;singular;NORMAL
4177;sintió;NORMAL
4178;siquiera;NORMAL
4179;sirve;NORMAL
4180;sirven;NORMAL
4181;sirvió;NORMAL
4182;sistema;NORMAL
4183;sistemas;NORMAL
4184;sitio;NORMAL
4185;sitios;NORMAL
4186;situaciones;NORMAL
4187;situación;NORMAL
4188;situada;NORMAL
4189;situado;NORMAL
4190;sitúa;NORMAL
4191;soberanía;NORMAL
4192;social;NORMAL
4193;sociales;NORMAL
4194;socialismo;NORMAL
4195;socialista;NORMAL
4196;socialistas;NORMAL
4197;sociedad;NORMAL
4198;sociedades;NORMAL
4199;socio;NORMAL
4200;socios;NORMAL
4201;sofía;NORMAL
4202;sol;NORMAL
4203;sola;NORMAL
4204;solamente;NORMAL
4205;solar;NORMAL
4206;solas;NORMAL
4207;soldado;NORMAL
4208;soldados;NORMAL
4209;soledad;NORMAL
4210;solicitar;NORMAL
4211;solicitud;NORMAL
4212;solidaridad;NORMAL
4213;solitario;NORMAL
4214;solo;NORMAL
4215;solos;NORMAL
4216;soluciones;NORMAL
4217;solución;NORMAL
4218;solía;NORMAL
4219;sombra;NORMAL
4220;sombras;NORMAL
4221;sombrero;NORMAL
4222;sometido;NORMAL
4223;somos;NORMAL
4224;son;NORMAL
4225;sonido;NORMAL
4226;sonidos;NORMAL
4227;sonrisa;NORMAL
4228;sonrió;NORMAL
4229;soportar;NORMAL
4230;soporte;NORMAL
4231;sorprendente;NORMAL
4232;sorprendido;NORMAL
4233;sorprendió;NORMAL
4234;sorpresa;NORMAL
4235;sospecha;NORMAL
4236;sostiene;NORMAL
4237;sostuvo;NORMAL
4238;soviética;NORMAL
4239;soy;NORMAL
4240;suave;NORMAL
4241;sube;NORMAL
4242;subida;NORMAL
4243;subir;NORMAL
4244;subió;NORMAL
4245;subrayó;NORMAL
4246;sucede;NORMAL
4247;sucedido;NORMAL
4248;sucedió;NORMAL
4249;sucesión;NORMAL
4250;suceso;NORMAL
4251;sucesos;NORMAL
4252;sueldo;NORMAL
4253;suele;NORMAL
4254;suelen;NORMAL
4255;suelo;NORMAL
4256;suena;NORMAL
4257;suerte;NORMAL
4258;sueño;NORMAL
4259;sueños;NORMAL
4260;suficiente;NORMAL
4261;suficientemente;NORMAL
4262;suficientes;NORMAL
4263;sufre;NORMAL
4264;sufren;NORMAL
4265;sufrido;NORMAL
4266;sufrimiento;NORMAL
4267;sufrir;NORMAL
4268;sufrió;NORMAL
4269;suicidio;NORMAL
4270;suiza;NORMAL
4271;sujeto;NORMAL
4272;sujetos;NORMAL
4273;suma;NORMAL
4274;sumamente;NORMAL
4275;superar;NORMAL
4276;superficie;NORMAL
4277;superior;NORMAL
4278;superiores;NORMAL
4279;supervivencia;NORMAL
4280;supo;NORMAL
4281;supone;NORMAL
4282;suponer;NORMAL
4283;supongo;NORMAL
4284;suprema;NORMAL
4285;supremo;NORMAL
4286;supuesta;NORMAL
4287;supuestamente;NORMAL
4288;supuesto;NORMAL
4289;supuestos;NORMAL
4290;sur;NORMAL
4291;surge;NORMAL
4292;surgió;NORMAL
4293;suspensión;NORMAL
4294;sustancia;NORMAL
4295;sustancias;NORMAL
4296;sustitución;NORMAL
4297;suárez;NORMAL
4298;sábado;NORMAL
4299;sánchez;NORMAL
4300;sé;NORMAL
4301;sí;NORMAL
4302;símbolo;NORMAL
4303;símbolos;NORMAL
4304;síndrome;NORMAL
4305;síntesis;NORMAL
4306;síntomas;NORMAL
4307;sólo;NORMAL
4308;t;INICIO
4309;tabaco;NORMAL
4310;tabla;NORMAL
4311;tablas;NORMAL
4312;tal;NORMAL
4313;talento;NORMAL
4314;taller;NORMAL
4315;talleres;NORMAL
4316;tamaño;NORMAL
4317;también;NORMAL
4318;tampoco;NORMAL
4319;tan;NORMAL
4320;tanto;NORMAL
4321;tarde;NORMAL
4322;tardes;NORMAL
4323;tarea;NORMAL
4324;tareas;NORMAL
4325;tarifas;NORMAL
4326;tarjeta;NORMAL
4327;tasa;NORMAL
4328;tasas;NORMAL
4329;taxi;NORMAL
4330;taza;NORMAL
4331;teatral;NORMAL
4332;teatro;NORMAL
4333;techo;NORMAL
4334;tecnología;NORMAL
4335;tecnologías;NORMAL
4336;tecnológica;NORMAL
4337;tecnológico;NORMAL
4338;tejido;NORMAL
4339;tejidos;NORMAL
4340;tel;NORMAL
4341;tela;NORMAL
4342;telefónica;NORMAL
4343;televisión;NORMAL
4344;teléfono;NORMAL
4345;tema;NORMAL
4346;temas;NORMAL
4347;temor;NORMAL
4348;temperatura;NORMAL
4349;temperaturas;NORMAL
4350;templo;NORMAL
4351;temporada;NORMAL
4352;temporal;NORMAL
4353;temprano;NORMAL
4354;tendencia;NORMAL
4355;tendencias;NORMAL
4356;tendrá;NORMAL
