PALABRA;OFFSET3.1;OFFSET3.0;IDPICTO
descubrir;01641524-v;spa-30-01637982-v;6019
descubrir;00723361-v;spa-30-00721437-v;6019
descubrir;02132531-v;spa-30-02128066-v;33062
desear;01829179-v;spa-30-01825237-v;5441
desear;00905166-v;spa-30-00903212-v;5441
desear;00711034-v;spa-30-00709205-v;5441
desear;00905052-v;spa-30-00903098-v;5441
desempleado;10757517-n;spa-30-10737860-n;11325
desenchufar;01424071-v;spa-30-01421417-v;8086
desierto;08522594-n;spa-30-08505573-n;2734
desinfectante;03212950-n;spa-30-03208229-n;26688
desinfectar;00089076-v;spa-30-00089324-v;6636
deslizar;01890481-v;spa-30-01886488-v;7016
desmayar;00023639-v;spa-30-00023646-v;5442
desmayarse;00023639-v;spa-30-00023646-v;5442
desmayo;07493458-n;spa-30-07478318-n;5442
desnudo;14479586-n;spa-30-14456138-n;11234
desodorante;03181260-n;spa-30-03176594-n;2735
despedir;02407967-v;spa-30-02402825-v;21531
despegar;02018405-v;spa-30-02014553-v;5984
despensa;03891232-n;spa-30-03885535-n;15996
despertador;02697521-n;spa-30-02694662-n;5560
despertar;00018519-v;spa-30-00018526-v;8988
despertarse;00018519-v;spa-30-00018526-v;8988
despierto;00188104-a;spa-30-00186616-a;11235
desplazar;01854282-v;spa-30-01850315-v;7167
desplazarse;01839438-v;spa-30-01835496-v;24819
después;00061741-r;spa-30-00061203-r;13080
destornillador;04161626-n;spa-30-04154565-n;2736
destrozar;01566925-v;spa-30-01564144-v;25056
destrozar;01622948-v;spa-30-01619929-v;25056
detective;10028930-n;spa-30-10009276-n;9191
detener;01863207-v;spa-30-01859221-v;7195
detener;01217701-v;spa-30-01215137-v;8087
detener;01442997-v;spa-30-01440378-v;7195
detrás;00223465-r;spa-30-00221985-r;5443
devolver;02314987-v;spa-30-02310007-v;6474
devolver;01435792-v;spa-30-01433159-v;6474
diabetes;14141287-n;spa-30-14117805-n;28245
diablo;09565450-n;spa-30-09542339-n;8549
diagnosticar;00647205-v;spa-30-00645552-v;25678
dialogar;00965602-v;spa-30-00963570-v;3345
diamante;14858733-n;spa-30-14834563-n;6475
diamante;13393131-n;spa-30-13371958-n;6475
diana;07276776-n;spa-30-07262108-n;11236
diana;04401354-n;spa-30-04394261-n;11236
diario;06277798-n;spa-30-06267145-n;2845
diario;03827711-n;spa-30-03822171-n;2845
diarrea;14395318-n;spa-30-14371913-n;7023
dibujante;10048793-n;spa-30-10029068-n;8550
dibujar;01585566-v;spa-30-01582645-v;5506
dibujar;01694189-v;spa-30-01690294-v;8088
dibujar;01647006-v;spa-30-01643464-v;8088
dibujo;03239009-n;spa-30-03234306-n;11238
diccionario;06430544-n;spa-30-06418901-n;7024
diciembre;15238570-n;spa-30-15213774-n;6476
diecinueve;13770129-n;spa-30-13747989-n;29276
dieciocho;13770005-n;spa-30-13747865-n;29274
diecisiete;13769865-n;spa-30-13747725-n;29272
diente;05290245-n;spa-30-05282746-n;10267
dientes;05289932-n;spa-30-05282433-n;2737
diestra;02035990-a;spa-30-02028612-a;4624
diestro;02035990-a;spa-30-02028612-a;4624
dieta;07576677-n;spa-30-07561112-n;11239
dieta;01072111-n;spa-30-01070187-n;11239
diez;13768652-n;spa-30-13746512-n;7025
diferente;02072149-a;spa-30-02064745-a;4628
difunta;07962243-n;spa-30-07945657-n;29869
difunta;10014481-n;spa-30-09994943-n;29869
difunto;07962243-n;spa-30-07945657-n;26234
difunto;10014481-n;spa-30-09994943-n;26234
difícil;00748528-a;spa-30-00744916-a;4629
dignidad;04894076-n;spa-30-04886881-n;11695
diligencia;04304236-n;spa-30-04297098-n;21795
dinamarca;08779077-n;spa-30-08761244-n;21799
dinamita;03264996-n;spa-30-03260293-n;16721
dinero;13405730-n;spa-30-13384557-n;4630
dinero;13406050-n;spa-30-13384877-n;4630
dinosaurio;01702472-n;spa-30-01699831-n;2738
dios;09559169-n;spa-30-09536058-n;24013
diploma;06490253-n;spa-30-06478582-n;27724
dique;03164975-n;spa-30-03160309-n;6191
dirección;06800007-n;spa-30-06787150-n;30231
dirección;08697710-n;spa-30-08679972-n;7078
dirección;08508037-n;spa-30-08491027-n;30231
director;09972018-n;spa-30-09952539-n;11240
director;10034684-n;spa-30-10014939-n;22755
director;10494230-n;spa-30-10474645-n;4631
director;10035230-n;spa-30-10015485-n;4631
directora;09972018-n;spa-30-09952539-n;3094
directora;10034684-n;spa-30-10014939-n;22757
directora;10494230-n;spa-30-10474645-n;4632
dirigir;01935739-v;spa-30-01931768-v;8991
dirigir;02003830-v;spa-30-01999798-v;8994
dirigir;01736802-v;spa-30-01732921-v;8990
discapacidad;14571935-n;spa-30-14548343-n;11721
disco;03930191-n;spa-30-03924069-n;9187
disco;07485425-n;spa-30-07470285-n;17259
discoteca;03211003-n;spa-30-03206282-n;4633
discriminación;01156043-n;spa-30-01153548-n;12323
discriminar;02517971-v;spa-30-02512305-v;12321
discriminar;00651669-v;spa-30-00650016-v;22779
discutir;00815640-v;spa-30-00813978-v;4634
discutir;00775477-v;spa-30-00773432-v;4634
diseñar;01643256-v;spa-30-01639714-v;21800
disfraz;03118308-n;spa-30-03113657-n;5985
disfraz;03211439-n;spa-30-03206718-n;5985
disfrazar;00051478-v;spa-30-00051761-v;5986
disparar;01137207-v;spa-30-01134781-v;16645
dispensador;03215404-n;spa-30-03210683-n;17219
display;03215838-n;spa-30-03211117-n;24529
disponer;01466592-v;spa-30-01463963-v;2872
distancia;05136830-n;spa-30-05129565-n;8154
distancia;05091408-n;spa-30-05084201-n;8154
distraer;01795785-v;spa-30-01791756-v;8551
divertir;02498011-v;spa-30-02492362-v;8992
divertirse;01193481-v;spa-30-01190948-v;8992
dividir;00643760-v;spa-30-00642098-v;5707
dividir;02035003-v;spa-30-02031158-v;27069
dividir;02473085-v;spa-30-02467662-v;4735
división;00872590-n;spa-30-00870912-n;5707
divorciarse;02496283-v;spa-30-02490634-v;15006
divorcio;01203761-n;spa-30-01201271-n;15012
diámetro;13894356-n;spa-30-13871717-n;20103
dj;10036990-n;spa-30-10017272-n;9193
doblar;01280538-v;spa-30-01277974-v;5544
doce;13768925-n;spa-30-13746785-n;29262
doctor;10040615-n;spa-30-10020890-n;2467
doctora;10040615-n;spa-30-10020890-n;8263
documental;02908041-a;spa-30-02896789-a;8093
documental;06629313-n;spa-30-06616806-n;8093
documento;06481744-n;spa-30-06470073-n;21802
doler;02125976-v;spa-30-02121511-v;30620
doler;00064841-v;spa-30-00065070-v;30620
dolor;05732639-n;spa-30-05724694-n;11242
dolor;14346126-n;spa-30-14322699-n;11242
dolor;14347092-n;spa-30-14323683-n;28777
domador;10710034-n;spa-30-10690538-n;4635
domingo;15188844-n;spa-30-15163797-n;6478
dominó;00500488-n;spa-30-00499477-n;3095
donut;07654678-n;spa-30-07639069-n;2368
dormir;14048353-n;spa-30-14024882-n;2369
dormir;00014735-v;spa-30-00014742-v;2369
dormitorio;02824762-n;spa-30-02821627-n;5988
dos;13765409-n;spa-30-13743269-n;2628
dragón;09517519-n;spa-30-09494388-n;5572
droga;03252323-n;spa-30-03247620-n;8095
drogadicción;14087890-n;spa-30-14064408-n;8095
drogar;01203078-v;spa-30-01200440-v;8095
drogarse;01203078-v;spa-30-01200440-v;8095
dromedario;02439943-n;spa-30-02437312-n;2305
ducha;04216003-n;spa-30-04208936-n;15907
ducha;04216680-n;spa-30-04209613-n;15907
duchar;00035252-v;spa-30-00035259-v;2371
duda;05706212-n;spa-30-05698247-n;11696
dudar;02646524-v;spa-30-02640440-v;11696
dudar;00689424-v;spa-30-00687523-v;11696
duende;09563541-n;spa-30-09540430-n;5445
dulce;02376904-a;spa-30-02368336-a;4636
duplicar;00247103-v;spa-30-00246217-v;16345
duro;01154418-a;spa-30-01150915-a;4637
débil;02332106-a;spa-30-02324397-a;4620
día;15180180-n;spa-30-15155220-n;7022
día;15190004-n;spa-30-15164957-n;7022
dólar;06834465-n;spa-30-06821581-n;5091
eccema;14249538-n;spa-30-14226056-n;5578
echar;02406951-v;spa-30-02401809-v;8997
eclipse;07383246-n;spa-30-07368646-n;8096
economía;08383680-n;spa-30-08366753-n;11723
económico;00937468-a;spa-30-00934199-a;4574
eczema;14249538-n;spa-30-14226056-n;5578
edad;15170131-n;spa-30-15145171-n;7072
edad;15178747-n;spa-30-15153787-n;31075
edificio;02916498-n;spa-30-02913152-n;5989
edredón;03271660-n;spa-30-03266749-n;16297
educación;00884975-n;spa-30-00883297-n;8098
educación;05993172-n;spa-30-05984287-n;8098
egoísta;02105605-a;spa-30-02098325-a;26037
egoísta;10596414-n;spa-30-10576962-n;26037
ejercicio;00625978-n;spa-30-00624738-n;13040
ejercicio;00731217-n;spa-30-00729919-n;11263
ejército;08215965-n;spa-30-08199025-n;11246
ejército;08208160-n;spa-30-08191230-n;11246
elaboración;00926639-n;spa-30-00924825-n;17032
elecciones;00182630-n;spa-30-00181781-n;11580
elección;00162063-n;spa-30-00161243-n;14670
electricidad;11470903-n;spa-30-11450566-n;24798
electricista;10069171-n;spa-30-10049363-n;2740
electrocardiograma;00833753-n;spa-30-00832092-n;8100
electrocardiograma;07017173-n;spa-30-07004057-n;8100
electroencefalograma;07017357-n;spa-30-07004241-n;8101
electroterapia;00663924-n;spa-30-00662681-n;15746
elefante;02506148-n;spa-30-02503517-n;2372
elegir;00676526-v;spa-30-00674607-v;6483
elegir;00681308-v;spa-30-00679389-v;6483
elástico;00846685-a;spa-30-00843146-a;24017
email;06289979-n;spa-30-06279326-n;27355
embajada;03287206-n;spa-30-03282295-n;30023
embalse;04085859-n;spa-30-04078747-n;26049
embarazada;00174481-a;spa-30-00173220-a;6484
embarazo;14069684-n;spa-30-14046202-n;11250
embrague;03059144-n;spa-30-03055159-n;10327
embrión;01461483-n;spa-30-01458842-n;14980
embudo;03408558-n;spa-30-03403643-n;2741
embutido;07691372-n;spa-30-07675627-n;10225
emigrante;10071783-n;spa-30-10051975-n;25644
emigrar;00417060-v;spa-30-00416135-v;25644
empanadilla;07642919-n;spa-30-07627310-n;8310
empanar;01340335-v;spa-30-01337653-v;26805
emperador;10072812-n;spa-30-10053004-n;5563
emperatriz;10073247-n;spa-30-10053439-n;5559
empezar;00346415-v;spa-30-00345761-v;5431
empezar;02614382-v;spa-30-02608347-v;5431
empleo;00585404-n;spa-30-00584367-n;9195
empleo;13991539-n;spa-30-13968092-n;19559
empresa;08074934-n;spa-30-08058098-n;8581
empresaria;09902067-n;spa-30-09882615-n;21810
empresario;09901459-n;spa-30-09882007-n;21814
empujar;01875972-v;spa-30-01871979-v;4638
empujar;01450251-v;spa-30-01447632-v;31712
enano;09564236-n;spa-30-09541125-n;5450
encajar;01185870-v;spa-30-02667900-v;8102
encaminar;02003830-v;spa-30-01999798-v;8994
encargar;00748704-v;spa-30-00746718-v;11251
encargar;00747485-v;spa-30-00745499-v;15377
encendedor;03671917-n;spa-30-03666591-n;4692
encender;02765572-v;spa-30-02759614-v;4639
encender;01513031-v;spa-30-01510399-v;8103
encendido;00379287-n;spa-30-00378479-n;4640
enchufe;03974625-n;spa-30-03968293-n;2373
enchufe;04556057-n;spa-30-04548771-n;32888
encimera;03122896-n;spa-30-03118245-n;24025
encolar;01334887-v;spa-30-01332205-v;7036
encolerizar;01790725-v;spa-30-01786906-v;2374
encontrar;02290474-v;spa-30-02285629-v;24741
encuadernar;01338486-v;spa-30-01335804-v;16301
encuentro;08327319-n;spa-30-08310389-n;34000
endibia;11973808-n;spa-30-11953339-n;5452
endibia;07747563-n;spa-30-07731587-n;5452
enemistad;07563271-n;spa-30-07547805-n;8557
enemistad;14003773-n;spa-30-13980288-n;8557
energía;11472635-n;spa-30-11452218-n;26059
enero;15234841-n;spa-30-15210045-n;6488
enfadado;00114629-a;spa-30-00113818-a;2374
enferma;02552072-a;spa-30-02541302-a;3308
enfermar;02199637-v;spa-30-02195191-v;2376
enfermar;00087206-v;spa-30-00087454-v;2376
enfermedad;14085287-n;spa-30-14061805-n;6637
enfermera;10386665-n;spa-30-10366966-n;2375
enfermero;10386665-n;spa-30-10366966-n;6050
enfermería;03545775-n;spa-30-03540595-n;9918
enfermo;02552072-a;spa-30-02541302-a;28742
enfriar;00371065-v;spa-30-00370412-v;27735
engordar;01197471-v;spa-30-01194938-v;7082
engordar;00045868-v;spa-30-00046151-v;7082
engranaje;03435461-n;spa-30-03430551-n;9172
engranaje;03436655-n;spa-30-03431745-n;9172
enharinar;01264514-v;spa-30-01261950-v;26807
enhebrar;01524545-v;spa-30-01521912-v;5453
enjabonar;00036925-v;spa-30-00036932-v;2443
enjambre;08201135-n;spa-30-08184217-n;10244
enjuagar;00037131-v;spa-30-00037138-v;8559
enojado;00114629-a;spa-30-00113818-a;2374
enrollar;00436641-v;spa-30-00435688-v;29026
enroscar;01355509-v;spa-30-01352806-v;17227
ensalada;07822197-n;spa-30-07806221-n;2377
ensaladera;04137340-n;spa-30-04130257-n;13082
ensartar;01362135-v;spa-30-01359432-v;5454
ensartar;01362506-v;spa-30-01359803-v;5454
enseñar;02141597-v;spa-30-02137132-v;11308
enseñar;00830768-v;spa-30-00829107-v;26809
entender;00595247-v;spa-30-00593852-v;11697
entierro;07466297-n;spa-30-07451687-n;3195
entierro;01052551-n;spa-30-01050627-n;3195
entorno;08584764-n;spa-30-08567235-n;14552
entorno;13957629-n;spa-30-13934596-n;14552
entrada;03295682-n;spa-30-03290771-n;11254
entrada;00049744-n;spa-30-00049003-n;26063
entrada;06530710-n;spa-30-06518719-n;11255
entrada;02718424-n;spa-30-02715513-n;26063
entrar;02020375-v;spa-30-02016523-v;2742
entrega;00318033-n;spa-30-00317207-n;16351
entrega;01110658-n;spa-30-01108753-n;16351
entregar;02204104-v;spa-30-02199590-v;17038
entregar;02235554-v;spa-30-02230772-v;17038
entrenador;09951098-n;spa-30-09931640-n;5991
entrenador;10742224-n;spa-30-10722575-n;5991
entrevista;07210735-n;spa-30-07196075-n;6492
entrevistar;00810517-v;spa-30-00808855-v;6492
enviar;01439891-v;spa-30-01437254-v;21828
enviar;01440525-v;spa-30-01437888-v;21828
enviar;01034323-v;spa-30-01032451-v;27359
envolver;01285811-v;spa-30-01283208-v;7084
enyesar;01363602-v;spa-30-01360899-v;15445
enyesar;01365271-v;spa-30-01362568-v;15445
equilibrado;00896734-a;spa-30-00893441-a;26825
equilibrar;02678923-v;spa-30-02673134-v;26825
equilibrar;02748895-v;spa-30-02743020-v;26825
equilibrio;14025764-n;spa-30-14002279-n;11256
equipaje;02777635-n;spa-30-02774630-n;8562
equipo;08225481-n;spa-30-08208560-n;15262
equitación;00451320-n;spa-30-00450335-n;27627
erección;14061667-n;spa-30-14038185-n;16661
erizo;01896466-n;spa-30-01893825-n;26829
eructar;00118398-n;spa-30-00117578-n;25068
eructar;00003443-v;spa-30-00003431-v;25068
erupción;07451075-n;spa-30-07436475-n;26834
escalar;01925957-v;spa-30-01921964-v;26813
escalera;04322052-n;spa-30-04314914-n;2379
escalera;04305309-n;spa-30-04298171-n;2379
escalpelo;04149499-n;spa-30-04142434-n;9168
escanciar;02074224-v;spa-30-02070296-v;27745
escapar;02078906-v;spa-30-02074677-v;21834
escaparate;03216510-n;spa-30-03211789-n;5992
escarabajo;02167116-n;spa-30-02164464-n;3301
escarola;07747563-n;spa-30-07731587-n;26067
escayolar;01365271-v;spa-30-01362568-v;7086
escenario;04303700-n;spa-30-04296562-n;8106
esclerótica;05454794-n;spa-30-05447218-n;9102
escoba;02910059-n;spa-30-02906734-n;2693
escoger;00676526-v;spa-30-00674607-v;6483
escoger;00681308-v;spa-30-00679389-v;6483
esconder;02150244-v;spa-30-02145814-v;4642
escondite;00485921-n;spa-30-00484910-n;21845
escopeta;04213423-n;spa-30-04206356-n;7087
escorpión;01773034-n;spa-30-01770393-n;8564
escotilla;03504286-n;spa-30-03499142-n;21847
escribir;01694952-v;spa-30-01691057-v;27411
escribir;00995046-v;spa-30-00993014-v;2380
escritor;10813654-n;spa-30-10794014-n;11258
escritora;10813654-n;spa-30-10794014-n;8565
escritorio;04171929-n;spa-30-04164868-n;26071
escritura;06371284-n;spa-30-06359877-n;2380
escuadra;04298380-n;spa-30-04291242-n;7088
escuchar;02175483-v;spa-30-02171039-v;2746
escudo;04199741-n;spa-30-04192698-n;7089
escudo;03062747-n;spa-30-03058726-n;5610
escuela;08293641-n;spa-30-08276720-n;3082
escuela;04153115-n;spa-30-04146050-n;3082
esculpir;01688232-v;spa-30-01684337-v;8566
escultura;04164381-n;spa-30-04157320-n;8567
escupir;00101710-v;spa-30-00101956-v;7090
escurridor;03070853-n;spa-30-03066849-n;2382
escáner;04150205-n;spa-30-04143140-n;9153
esfera;13921592-n;spa-30-13898899-n;9113
esfera;13921893-n;spa-30-13899200-n;9113
esgrima;01174134-n;spa-30-01171644-n;26838
eslalon;07478907-n;spa-30-07463950-n;11259
esmalte;03811265-n;spa-30-03805725-n;2747
espacio;08517454-n;spa-30-08500433-n;25074
espada;04380981-n;spa-30-04373894-n;7093
espaguetis;07715659-n;spa-30-07699914-n;25580
espalda;05566350-n;spa-30-05558717-n;2748
espalda;00572320-n;spa-30-00571283-n;25075
espantapájaros;04150777-n;spa-30-04143712-n;8571
esparadrapo;03963714-n;spa-30-03957420-n;30174
espejo;03778568-n;spa-30-03773035-n;2385
espera;01065863-n;spa-30-01063939-n;16091
esperar;02644022-v;spa-30-02637938-v;8109
espermatozoide;13116302-n;spa-30-13095543-n;14982
espina;01903129-n;spa-30-01900488-n;5459
espinaca;07752668-n;spa-30-07736692-n;8311
espirar;00004227-v;spa-30-00004227-v;30100
espirometría;01007415-n;spa-30-01005473-n;30094
espliego;12870477-n;spa-30-12849717-n;14242
esposa;10800308-n;spa-30-10780632-n;8110
esposar;01290804-v;spa-30-01288201-v;8996
esposas;03489659-n;spa-30-03484576-n;3307
esposo;10213586-n;spa-30-10193967-n;8111
espárrago;07734958-n;spa-30-07719213-n;8347
espátula;04277054-n;spa-30-04269944-n;7094
esqueleto;05593033-n;spa-30-05585383-n;5727
esquiador;10624661-n;spa-30-10605253-n;3097
esquimal;10083442-n;spa-30-10063635-n;6135
esquivar;02100772-v;spa-30-02096494-v;24031
esquí;04235116-n;spa-30-04228054-n;3098
establecimiento;04209460-n;spa-30-04202417-n;9116
establo;04302017-n;spa-30-04294879-n;26840
estación;15261272-n;spa-30-15236475-n;5464
estación;04056210-n;spa-30-04049098-n;3099
estadio;04303019-n;spa-30-04295881-n;5993
estanco;04450391-n;spa-30-04443257-n;2751
estar;02661230-v;spa-30-02655135-v;5465
estatua;04313985-n;spa-30-04306847-n;8113
estatura;05009517-n;spa-30-05002352-n;8013
este;13854554-n;spa-30-13832355-n;8114
esternón;05288688-n;spa-30-05281189-n;22180
estetoscopio;04324313-n;spa-30-04317175-n;6000
estirar;00319617-v;spa-30-00318816-v;8574
estirar;01450719-v;spa-30-01448100-v;10184
estornudar;00004819-v;spa-30-00004819-v;16703
estrangular;00077703-v;spa-30-00077950-v;11167
estrecho;02572618-a;spa-30-02561888-a;4643
estrella;09467004-n;spa-30-09444100-n;2752
estrella;09467687-n;spa-30-09444783-n;2752
estrella;13904301-n;spa-30-13881644-n;4644
estreñimiento;14394566-n;spa-30-14371161-n;7097
estrofa;07066331-n;spa-30-07052291-n;28251
estropajo;04157218-n;spa-30-04150153-n;7098
estrujar;01596858-v;spa-30-01593937-v;11180
estuche;03914737-n;spa-30-03908618-n;8575
estudiar;00608509-v;spa-30-00607114-v;2387
estudiar;00601387-v;spa-30-00599992-v;2387
estudio;05763880-n;spa-30-05755883-n;2387
estufa;04337405-n;spa-30-04330267-n;2389
estómago;05403033-n;spa-30-05395690-n;3309
etiqueta;07286877-n;spa-30-07272172-n;27749
etiqueta;07287841-n;spa-30-07273136-n;9919
etiquetar;01591414-v;spa-30-01588493-v;25087
euro;13683925-n;spa-30-13661820-n;5092
evacuar;00073096-v;spa-30-00073343-v;3428
evangelio;06802268-n;spa-30-06789411-n;24039
evangelio;06466808-n;spa-30-06455138-n;30872
evento;00029677-n;spa-30-00029378-n;12325
evitar;00813037-v;spa-30-00811375-v;24031
evitar;02100772-v;spa-30-02096494-v;24031
examinar;02135744-v;spa-30-02131279-v;20095
excavadora;04002774-n;spa-30-03996416-n;2390
excluir;02454205-v;spa-30-02449340-v;22779
excremento;14878449-n;spa-30-14854262-n;8050
excremento;14878134-n;spa-30-14853947-n;8050
excursionista;10195742-n;spa-30-10176111-n;8577
excursionista;10616097-n;spa-30-10596689-n;8577
excursión;00312635-n;spa-30-00311809-n;4670
experimentar;02538261-v;spa-30-02532595-v;8578
experimento;00640799-n;spa-30-00639556-n;8119
expirar;00359085-v;spa-30-00358431-v;8172
explicar;00941308-v;spa-30-00939277-v;8579
explorar;02135744-v;spa-30-02131279-v;27719
explorar;00647592-v;spa-30-00645939-v;27719
explosivo;03309675-n;spa-30-03304730-n;16721
explosión;07323181-n;spa-30-07308563-n;4791
explosión;00378172-n;spa-30-00377364-n;4791
exportar;03311152-n;spa-30-03306207-n;21857
exportar;02351405-v;spa-30-02346409-v;21857
exposición;08424576-n;spa-30-08407619-n;21859
expresar;00942415-v;spa-30-00940384-v;9692
expresión;07166088-n;spa-30-07151380-n;32592
expresión;04687095-n;spa-30-04679738-n;32592
exprimir;01353653-v;spa-30-01350971-v;5994
expulsar;02406951-v;spa-30-02401809-v;8997
expulsar;02507387-v;spa-30-02501738-v;8997
expulsión;00207776-n;spa-30-00206927-n;8997
extintor;03350683-n;spa-30-03345837-n;3311
extraer;01353852-v;spa-30-01351170-v;11751
extraterrestre;09507595-n;spa-30-09484465-n;7154
extraño;00970318-a;spa-30-00967129-a;11355
eyaculación;13493018-n;spa-30-13471815-n;16665
fabricación;00926639-n;spa-30-00924825-n;17032
fabricar;01656984-v;spa-30-01653442-v;11698
factura;06528946-n;spa-30-06516955-n;5995
faja;03117520-n;spa-30-03112869-n;26081
falda;04237870-n;spa-30-04230808-n;2391
falda;04238334-n;spa-30-04231272-n;2391
familia;07986853-n;spa-30-07970406-n;11728
fantasma;09570240-n;spa-30-09547111-n;5469
faraón;10440761-n;spa-30-10421016-n;26086
faringitis;14196966-n;spa-30-14173484-n;10262
farmacia;03254045-n;spa-30-03249342-n;3313
farmacéutica;10441215-n;spa-30-10421470-n;3312
farmacéutico;10441215-n;spa-30-10421470-n;6496
faro;03509141-n;spa-30-03503997-n;5996
faro;02817995-n;spa-30-02814860-n;4646
farola;04343024-n;spa-30-04335886-n;2393
fauces;05555537-n;spa-30-05547904-n;27755
favorito;05798763-n;spa-30-05790758-n;30012
fax;03321050-n;spa-30-03316105-n;15909
febrero;15235282-n;spa-30-15210486-n;6498
